Name	Number of nodes	Number of undirected edges	Number of connected components	Nodes in prize	Nodes in sources	Nodes in targets
output/hiv060-omicsintegrator1-params-GJJHAWR/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-H766NCA/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-HXBNO4P/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-I6LVYQ7/pathway.txt	234	164	70	234	0	0
output/hiv060-omicsintegrator1-params-J5PMCRQ/pathway.txt	6	3	3	6	0	0
output/hiv060-omicsintegrator1-params-JZPC2XQ/pathway.txt	20	10	10	20	0	0
output/hiv060-omicsintegrator1-params-K2C44YG/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-KPIH42T/pathway.txt	2	1	1	2	0	0
output/hiv060-omicsintegrator1-params-L2HU4XD/pathway.txt	14	7	7	14	0	0
output/hiv060-omicsintegrator1-params-L4IUEVV/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-L7CHKLI/pathway.txt	226	154	72	226	0	0
output/hiv060-omicsintegrator1-params-LIECIRU/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-LIWRFPS/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-LW2V34U/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-LWUMKKP/pathway.txt	34	17	17	34	0	0
output/hiv060-omicsintegrator1-params-MKUCXSX/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-NFOUAB6/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-NQQFMSW/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-O245LF3/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-OA2LKJB/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-OJVVFSK/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-OW2ZQVJ/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-OWG4JUJ/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-PI44E6Y/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-PMY3CCQ/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-PQYTDPN/pathway.txt	375	296	79	375	0	0
output/hiv060-omicsintegrator1-params-QLA7PZM/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-R3TNGIE/pathway.txt	10	5	5	10	0	0
output/hiv060-omicsintegrator1-params-RCIIWF5/pathway.txt	96	54	42	96	0	0
output/hiv060-omicsintegrator1-params-SHAKIBL/pathway.txt	8	4	4	8	0	0
output/hiv060-omicsintegrator1-params-SUBCPCC/pathway.txt	4	2	2	4	0	0
output/hiv060-omicsintegrator1-params-SWWL7WP/pathway.txt	10	5	5	10	0	0
output/hiv060-omicsintegrator1-params-T77D7QZ/pathway.txt	41	23	18	41	0	0
output/hiv060-omicsintegrator1-params-TQAZEEK/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-UA2CL6Z/pathway.txt	835	818	17	653	0	0
output/hiv060-omicsintegrator1-params-UAYBOVK/pathway.txt	4	2	2	4	0	0
output/hiv060-omicsintegrator1-params-UG35EN3/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-UNEWALJ/pathway.txt	91	52	39	91	0	0
output/hiv060-omicsintegrator1-params-UWSVCXO/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-V6TRFD5/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-VGIOBOX/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-VNZPBKY/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-VNZUFFN/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-VXGL3EA/pathway.txt	2	1	1	2	0	0
output/hiv060-omicsintegrator1-params-VZM7OSX/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-W2DOD4H/pathway.txt	77	43	34	77	0	0
output/hiv060-omicsintegrator1-params-WCP7GIZ/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-WERUDAF/pathway.txt	2	1	1	2	0	0
output/hiv060-omicsintegrator1-params-WQ6V5PX/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-X7OTY3Z/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-XAQM3RR/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-XJNUGEC/pathway.txt	2	1	1	2	0	0
output/hiv060-omicsintegrator1-params-XOXO56K/pathway.txt	2	1	1	2	0	0
output/hiv060-omicsintegrator1-params-XQ2C7V7/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-Y3DQROJ/pathway.txt	344	258	86	344	0	0
output/hiv060-omicsintegrator1-params-Y5XCKB2/pathway.txt	8	4	4	8	0	0
output/hiv060-omicsintegrator1-params-Y7FVD5Y/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-YH53Z7I/pathway.txt	0	0	0	0	0	0
output/hiv060-omicsintegrator1-params-ZWKBRYR/pathway.txt	835	818	17	653	0	0
output/hiv060-omicsintegrator1-params-ZZYQSRD/pathway.txt	0	0	0	0	0	0
