Name	Number of nodes	Number of undirected edges	Number of connected components	Nodes in prize	Nodes in sources	Nodes in targets
output/hiv-omicsintegrator1-params-NFOUAB6/pathway.txt	1126	1125	1	849	0	0
output/hiv-omicsintegrator1-params-NQQFMSW/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-O245LF3/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-OA2LKJB/pathway.txt	1217	1216	1	899	0	0
output/hiv-omicsintegrator1-params-OJVVFSK/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-OW2ZQVJ/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-OWG4JUJ/pathway.txt	1217	1216	1	899	0	0
output/hiv-omicsintegrator1-params-PI44E6Y/pathway.txt	1196	1195	1	891	0	0
output/hiv-omicsintegrator1-params-PMY3CCQ/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-PQYTDPN/pathway.txt	123	77	46	123	0	0
output/hiv-omicsintegrator1-params-QLA7PZM/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-R3TNGIE/pathway.txt	2	1	1	2	0	0
output/hiv-omicsintegrator1-params-RCIIWF5/pathway.txt	25	13	12	25	0	0
output/hiv-omicsintegrator1-params-SHAKIBL/pathway.txt	2	1	1	2	0	0
output/hiv-omicsintegrator1-params-SUBCPCC/pathway.txt	2	1	1	2	0	0
output/hiv-omicsintegrator1-params-SWWL7WP/pathway.txt	2	1	1	2	0	0
output/hiv-omicsintegrator1-params-T77D7QZ/pathway.txt	12	6	6	12	0	0
output/hiv-omicsintegrator1-params-TQAZEEK/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-UA2CL6Z/pathway.txt	536	527	9	380	0	0
output/hiv-omicsintegrator1-params-UAYBOVK/pathway.txt	2	1	1	2	0	0
output/hiv-omicsintegrator1-params-UG35EN3/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-UNEWALJ/pathway.txt	21	11	10	21	0	0
output/hiv-omicsintegrator1-params-UWSVCXO/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-V6TRFD5/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-VGIOBOX/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-VNZPBKY/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-VNZUFFN/pathway.txt	1196	1195	1	891	0	0
output/hiv-omicsintegrator1-params-VXGL3EA/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-VZM7OSX/pathway.txt	1219	1218	1	899	0	0
output/hiv-omicsintegrator1-params-W2DOD4H/pathway.txt	19	10	9	19	0	0
output/hiv-omicsintegrator1-params-WCP7GIZ/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-WERUDAF/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-WQ6V5PX/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-X7OTY3Z/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-XAQM3RR/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-XJNUGEC/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-XOXO56K/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-XQ2C7V7/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-Y3DQROJ/pathway.txt	117	71	46	117	0	0
output/hiv-omicsintegrator1-params-Y5XCKB2/pathway.txt	2	1	1	2	0	0
output/hiv-omicsintegrator1-params-Y7FVD5Y/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-YH53Z7I/pathway.txt	0	0	0	0	0	0
output/hiv-omicsintegrator1-params-ZWKBRYR/pathway.txt	536	527	9	380	0	0
output/hiv-omicsintegrator1-params-ZZYQSRD/pathway.txt	0	0	0	0	0	0
